movie_title,wiki_summary
October Sky (1999),"October Sky is a 1999 American biographical drama film directed by Joe Johnston, and starring Jake Gyllenhaal, Chris Cooper, Chris Owen and Laura Dern."
Octopussy (1983),Octopussy is a 1983 spy film and the thirteenth in the James Bond series produced by Eon Productions.
Oculus (2013),"Oculus is a 2013 American supernatural psychological horror film co-written, edited, and directed by Mike Flanagan."
"Odd Couple II, The (1998)",The Odd Couple II is a 1998 American buddy comedy film and the sequel to the 1968 film The Odd Couple.
"Odd Couple, The (1968)","The Odd Couple is a 1968 American comedy film directed by Gene Saks, produced by Howard W. Koch and written by Neil Simon, based on his 1965 play."
"Odd Life of Timothy Green, The (2012)",The Odd Life of Timothy Green is a 2012 American fantasy comedy-drama film written and directed by Peter Hedges from a story by Ahmet Zappa.
"Odessa File, The (1974)","The Odessa File is an 1974 thriller film, adapted from the 1972 novel of the same name by Frederick Forsyth, about a reporter's investigation of a neo-Nazi political-industrial network in post-Second World War West Germany."
Of Mice and Men (1939),"Of Mice and Men is a 1939 American drama film based on the 1937 play of the same name, which itself was based on the novella of the same name by author John Steinbeck."
Of Mice and Men (1992),Of Mice and Men is a 1992 American period drama film based on John Steinbeck's 1937 novella of the same name.
Office Christmas Party (2016),"Office Christmas Party is a 2016 American Christmas comedy film directed by Will Speck and Josh Gordon and written by Justin Malen and Laura Solon, based on a story by Jon Lucas and Scott Moore."
Office Romance (1977),"Office Romance (Russian: Служебный роман, romanized: Sluzhebny roman) is a 1977 Soviet comedy film directed by Eldar Ryazanov."
Office Space (1999),Office Space is a 1999 American satirical black comedy film written and directed by Mike Judge.
"Officer and a Gentleman, An (1982)","An Officer and a Gentleman is a 1982 American romantic drama film directed by Taylor Hackford from a screenplay by Douglas Day Stewart, and starring Richard Gere, Debra Winger, and Louis Gossett Jr."
"Official Story, The (La historia oficial) (1985)",The Official Story (Spanish: La historia oficial) is a 1985 Argentine historical drama film directed by Luis Puenzo and written by Puenzo and Aída Bortnik.
Oh Boy (A Coffee in Berlin) (2012),"A Coffee in Berlin, originally titled Oh Boy, is a 2012 German tragicomedy film written and directed by Jan-Ole Gerster in his feature directorial debut."
"Oh, God! Book II (1980)","Oh, God!"
"Oh, God! You Devil (1984)","Oh, God!"
"Oh, Hello: On Broadway (2017)","Carol Elaine Channing (January 31, 1921 – January 15, 2019) was an American actress, comedian, singer and dancer who starred in Broadway and film musicals."
Okja (2017),Okja (; Korean: 옥자) is a 2017 science-fantasy action-adventure film directed by Bong Joon-ho with a screenplay by Bong and Jon Ronson from a story by Bong.
Old Boy (2003),"Old Boy (Japanese: オールド・ボーイ, Hepburn: Ōrudo Bōi) is a Japanese manga series written by Garon Tsuchiya and illustrated by Nobuaki Minegishi."
Old Dogs (2009),"Old Dogs is a 2009 American comedy film directed by Walt Becker and starring Robin Williams and John Travolta, with an ensemble supporting cast that includes Kelly Preston, Matt Dillon, Justin Long, Seth Green, Rita Wilson, Dax Shepard, Lori Loughlin and Bernie Mac."
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",The Old Lady and the Pigeons (French: La vieille dame et les pigeons) is a 1997 animated short film written and directed by Sylvain Chomet.
"Old Man and the Sea, The (1958)",The Old Man and the Sea is a 1958 American adventure drama film directed by John Sturges and starring Spencer Tracy.
Old School (2003),Old School is a 2003 American comedy film directed and co-written by Todd Phillips.
Old Yeller (1957),Old Yeller is a 1957 American Western drama film directed by Robert Stevenson and produced by Walt Disney.
Oldboy (2013),"Oldboy is a 2013 American neo-noir action thriller film directed by Spike Lee, written by Mark Protosevich, and starring Josh Brolin, Elizabeth Olsen, and Sharlto Copley."
Oliver & Company (1988),"Oliver & Company is a 1988 American animated musical adventure film produced by Walt Disney Feature Animation and released on November 18, 1988, by Walt Disney Pictures."
Oliver Twist (2005),Oliver Twist is a 2005 drama film directed by Roman Polanski.
Oliver! (1968),Oliver!
Olympus Has Fallen (2013),"Olympus Has Fallen is a 2013 American political action thriller film directed and co-produced by Antoine Fuqua from a screenplay written by Creighton Rothenberger and Katrin Benedikt, and is the first installment in the Has Fallen film series."
"Omega Code, The (1999)","The Omega Code is a 1999 apocalyptic thriller film directed by Rob Marcarelli, written by Stephen Blinn and Hollis Barton, and starring Casper Van Dien, Michael York, Catherine Oxenberg and Michael Ironside."
Omega Doom (1996),Omega Doom is a 1996 American science fiction action film directed by Albert Pyun and starring Rutger Hauer.
"Omega Man, The (1971)",The Omega Man (stylized as The Ωmega Man) is a 1971 American post-apocalyptic action film directed by Boris Sagal and starring Charlton Heston as a survivor of a pandemic.
"Omen, The (1976)",The Omen is a 1976 supernatural horror film directed by Richard Donner and written by David Seltzer.
"Omen, The (2006)",The Omen (also known as The Omen: 666) is a 2006 American supernatural horror film directed by John Moore and written by David Seltzer.
On Any Sunday (1971),"On Any Sunday is a 1971 American documentary film about motorcycle sport, directed by Bruce Brown."
On Golden Pond (1981),"On Golden Pond is a 1981 family drama film directed by Mark Rydell from a screenplay written by Ernest Thompson, adapted from his 1979 play of the same name."
On Her Majesty's Secret Service (1969),On Her Majesty's Secret Service is a 1969 spy film and the sixth in the James Bond series produced by Eon Productions.
On a Clear Day (2005),On a Clear Day is a 2005 Scottish drama film written by Alex Rose and directed by Gaby Dellal.
On the Beach (1959),"On the Beach is a 1959 American post-apocalyptic science fiction drama film from United Artists starring Gregory Peck, Ava Gardner, Fred Astaire, and Anthony Perkins."
On the Ropes (1999),On the Ropes is a 1999 American documentary film directed by Nanette Burstein and Brett Morgen.
On the Town (1949),On the Town is a 1949 American Technicolor musical film with music by Leonard Bernstein and Roger Edens and book and lyrics by Betty Comden and Adolph Green.
On the Trail of the Bremen Town Musicians (1973),"On the Trail of the Bremen Town Musicians (Russian: По следам бременских музыкантов, romanized: Po sledam bremenskikh muzykantov) is a 1971 Soviet animated short film directed by Vasily Livanov."
On the Waterfront (1954),"On the Waterfront is a 1954 American crime drama film, directed by Elia Kazan and written by Budd Schulberg."
Once (2006),"Once is a 2007 Irish 
romantic musical drama film written and directed by John Carney."
Once Bitten (1985),"Once Bitten is a 1985 American teen horror comedy film, starring Lauren Hutton, Jim Carrey, and Karen Kopins."
Once Upon a Time in America (1984),"Once Upon a Time in America (Italian: C'era una volta in America) is a 1984 epic crime film co-written and directed by Italian filmmaker Sergio Leone, and starring Robert De Niro and James Woods."
Once Upon a Time in China (Wong Fei Hung) (1991),"Wong Fei-hung (born Wong Sek-cheung with the courtesy name Tat-wun; 19 August 1847 – 17 April 1925) was a Chinese martial artist, physician, and folk hero."
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),"Once Upon a Time in China is a Hong Kong film and television franchise created and produced by Tsui Hark, consisting of six films and a television series released between 1991 and 1997."
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),"Once Upon a Time in China is a Hong Kong film and television franchise created and produced by Tsui Hark, consisting of six films and a television series released between 1991 and 1997."
Once Upon a Time in Mexico (2003),"Once Upon a Time in Mexico (also known as Desperado 2) is a 2003 American neo-Western action film written, directed, produced, photographed, scored, and edited by Robert Rodriguez."
Once Upon a Time in the Midlands (2002),"Once Upon a Time in the Midlands is a 2002 British romantic comedy film directed by Shane Meadows, and co-written with Paul Fraser."
Once Upon a Time... When We Were Colored (1995),Once Upon a Time...
Once Were Warriors (1994),Once Were Warriors is a 1994 New Zealand tragic drama film based on New Zealand author Alan Duff's bestselling 1990 first novel.
Once a Thief (Zong heng si hai) (1991),"Once a Thief (Chinese: 縱橫四海; Literal Title: Criss-Cross Over Four Seas) is a 1991 Hong Kong heist comedy film directed by John Woo, who also wrote the screenplay with Janet Chun and Clifton Ko."
One Crazy Summer (1986),"One Crazy Summer is a 1986 American romantic comedy film, written and directed by Savage Steve Holland, starring John Cusack, Demi Moore, Bobcat Goldthwait, Curtis Armstrong and Joel Murray."
One Day (2011),"One Day is a 2011 romantic drama film directed by Lone Scherfig from a screenplay by David Nicholls, based on Nicholls' 2009 novel of the same name."
One Day in September (1999),"One Day in September is a 1999 documentary film directed by Kevin Macdonald examining the 5 September 1972 murder of 11 Israeli athletes at the 1972 Summer Olympics in Munich, Germany."
One False Move (1992),One False Move is a 1992 American crime thriller film directed by Carl Franklin and co-written by Billy Bob Thornton.
One Fine Day (1996),"One Fine Day is a 1996 American romantic comedy-drama film directed by Michael Hoffman, starring Michelle Pfeiffer and George Clooney as two single working parents, with Alex D. Linz and Mae Whitman as their children."
One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest is a novel by Ken Kesey published in 1962.
One Hour Photo (2002),"One Hour Photo is a 2002 American psychological thriller film written and directed by Mark Romanek and starring Robin Williams, Connie Nielsen, Michael Vartan, Gary Cole and Eriq La Salle."
"One I Love, The (2014)","The One I Love is a 2014 American surreal comedy thriller film directed by Charlie McDowell and written by Justin Lader, starring Mark Duplass and Elisabeth Moss."
One Man Band (2005),One Man Band is a 2005 Pixar animated musical comedy short film.
One Missed Call (Chakushin ari) (2003),"One Missed Call (Japanese: 着信アリ, Hepburn: Chakushin ari) is a 2003 Japanese horror film directed by Takashi Miike."
One Night at McCool's (2001),"One Night at McCool's is a 2001 American neo-noir  black comedy film written by Stan Seidel, directed by Harald Zwart, and starring Liv Tyler, Matt Dillon, Paul Reiser, John Goodman, Michael Douglas, Andrew Silverstein and Reba McEntire."
One Tough Cop (1998),One Tough Cop is a 1998 American action crime film.
One True Thing (1998),One True Thing is a 1998 American drama film directed by Carl Franklin.
One Week (1920),"One Week is a 1920 American two-reel silent comedy film starring Buster Keaton, the first independent film production he released on his own."
One for the Money (2012),One for the Money is a 2012 American crime comedy film based on Janet Evanovich's 1994 novel of the same name.
"One, The (2001)","The One is a 2001 American science-fiction action film directed by James Wong, written by Wong and Glen Morgan, and starring Jet Li, Delroy Lindo, Carla Gugino, and Jason Statham, with action choreography by Corey Yuen."
"One, Two, Three (1961)","One, Two, Three is a 1961 American political comedy film directed by Billy Wilder, and written by Wilder and I. A. L. Diamond."
One-Eyed Jacks (1961),"One-Eyed Jacks is a 1961 American Western film directed by and starring Marlon Brando, his only directorial credit."
One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),One-Way Ticket to Mombasa (Menolippu Mombasaan) is a 2002 Finnish film directed by Hannu Tuomainen.
Onegin (1999),"Onegin is a 1999 British-American romantic drama film based on Alexander Pushkin's 1833 novel in verse Eugene Onegin, co-produced by British and American companies and shot mostly in the United Kingdom."
Ong-Bak: The Thai Warrior (Ong Bak) (2003),"Ong-Bak: Muay Thai Warrior (Thai: องค์บาก, pronounced [ʔōŋ bàːk]), also known as Ong-Bak: The Thai Warrior or simply Ong-Bak, is a 2003 Thai martial arts film directed by Prachya Pinkaew and featured action choreography by Panna Rittikrai."
Onibaba (1964),"Onibaba (鬼婆, lit."
"Onion Movie, The (2008)",The Onion Movie (released in some countries as News Movie) is a 2008 satirical American comedy film written by The Onion writers Robert D. Siegel and Todd Hanson.
Only Angels Have Wings (1939),"Only Angels Have Wings is a 1939 American adventure romantic drama film directed by Howard Hawks, starring Cary Grant and Jean Arthur, and is based on a story written by Hawks."
Only God Forgives (2013),"Only God Forgives is a 2013  action film written and directed by Nicolas Winding Refn and stars Ryan Gosling, Kristin Scott Thomas and Vithaya Pansringarm."
Only Lovers Left Alive (2013),"Only Lovers Left Alive is a 2013 gothic fantasy comedy-drama film written and directed by Jim Jarmusch, starring Tilda Swinton, Tom Hiddleston, Mia Wasikowska, Anton Yelchin, Jeffrey Wright, Slimane Dazi and John Hurt."
Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),"Only ""Old Men"" Are Going Into Battle (Russian: В бой идут одни «старики», romanized: V boy idut odni ""stariki""; one of the meanings of the Russian idiom 'old man' is 'most experienced person') is an iconic 1973 Soviet war drama black-and-white film produced in the USSR about World War II fighter pilots, written and directed by Leonid Bykov, who also played the lead role as the squadron commander."
Only Yesterday (Omohide poro poro) (1991),"Only Yesterday (Japanese: おもひでぽろぽろ, Hepburn: Omohide Poro Poro, lit. 'Memories Come Tumbling Down') is a 1991 Japanese animated drama film written and directed by Isao Takahata, based on the 1982 manga of the same title by Hotaru Okamoto and Yuko Tone."
Only You (1994),"Only You is a 1994 American romantic comedy film directed by Norman Jewison and starring Marisa Tomei, Robert Downey Jr., and Bonnie Hunt."
Only the Lonely (1991),"Only the Lonely is a 1991 American romantic comedy-drama film written and directed by Chris Columbus, produced by John Hughes, and stars John Candy, Maureen O'Hara (in her final film role), Ally Sheedy, Anthony Quinn, and James Belushi."
Only the Strong (1993),"Only the Strong is a 1993 martial arts film directed by Sheldon Lettich, starring Mark Dacascos."
Ooops! Noah is Gone... (2015),Ooops!
Open Hearts (Elsker dig for evigt) (2002),"Open Hearts (Danish: Elsker dig for evigt), is a 2002 Danish drama film directed by Susanne Bier using the minimalist filmmaking techniques of the Dogme 95 manifesto."
Open Range (2003),"Open Range is a 2003 American Revisionist Western film directed and co-produced by Kevin Costner, written by Craig Storper, based on the novel The Open Range Men by Lauran Paine, starring Robert Duvall and Costner, with Annette Bening, Michael Gambon, and Michael Jeter appearing in supporting roles."
Open Season (2006),"Open Season is a 2006 American animated adventure comedy film directed by Roger Allers and Jill Culton and co-directed by Anthony Stacchi (in Culton and Stacchi's directorial debuts), from a screenplay by Nat Mauldin and the writing team of Steve Bencich and Ron J. Friedman, and a screen story by Culton and Stacchi, based on an original idea by Steve Moore and John B. Carls."
Open Water (2003),Open Water is a 2003 American survival horror thriller film.
Open Water 2: Adrift (2006),"Open Water 2: Adrift (also known simply as Adrift or Open Water 2) is a 2006 German English-language psychological horror thriller film directed by Hans Horn, starring Eric Dane, Susan May Pratt, Richard Speight, Jr., Niklaus Lange, Ali Hillis, and Cameron Richardson."
Open Your Eyes (Abre los ojos) (1997),Open Your Eyes (Spanish: Abre los ojos) is a 1997 Spanish film directed and co-scored by Alejandro Amenábar & written by Amenábar and Mateo Gil.
Opera (1987),"Opera (also known and released as Terror at the Opera) is a 1987 Italian giallo directed and co-written by Dario Argento and starring Cristina Marsillach, Urbano Barberini, Daria Nicolodi, and Ian Charleson."
Operation Dumbo Drop (1995),Operation Dumbo Drop is a 1995 American action comedy war film directed by Simon Wincer.
Operation Petticoat (1959),"Operation Petticoat is a 1959 American World War II submarine comedy film in Eastmancolor from Universal-International, produced by Robert Arthur, directed by Blake Edwards, and starring Cary Grant and Tony Curtis."
"Opposite of Sex, The (1998)","The Opposite Of Sex is a 1998 American independent romantic dark comedy written and directed by Don Roos, and starring Christina Ricci, Martin Donovan and Lisa Kudrow."
Orange County (2002),Orange County is a 2002 American comedy film starring Colin Hanks and Jack Black.
Orca: The Killer Whale (1977),"Orca (also known as Orca: The Killer Whale) is a 1977 American thriller film directed by Michael Anderson and produced by Dino De Laurentiis, starring Richard Harris, Charlotte Rampling and Will Sampson."
"Order, The (2001)","The Order is a 2001 American action film directed by Sheldon Lettich, and written by Jean-Claude Van Damme, who also starred in the film."
"Ordet (Word, The) (1955)","Ordet (Danish pronunciation: [ˈoˀɐ̯ð̩], meaning ""The Word"" and originally released as The Word in English), is a 1955 Danish drama film,written and directed by Carl Theodor Dreyer."
Ordinary Decent Criminal (2000),"Ordinary Decent Criminal is a 2000 crime comedy film, directed by Thaddeus O'Sullivan, written by Gerard Stembridge, and stars Kevin Spacey and Linda Fiorentino."
Ordinary Miracle (1978),"An Ordinary Miracle (Russian: Обыкновенное чудо, romanized: Obyknovennoye chudo) is a Soviet 1978 romantic fantasy musical film directed by Mark Zakharov and based on a play by Evgeny Schwartz."
Ordinary People (1980),Ordinary People is a 1980 American drama film directed by Robert Redford in his feature directorial debut.
Orgazmo (1997),"Orgazmo is a 1997 American superhero sex comedy film written, directed and edited by Trey Parker and produced by Matt Stone, Jason McHugh, and Fran Rubel Kuzui."
"Original Kings of Comedy, The (2000)","The Original Kings of Comedy is a 2000 American stand-up comedy film directed by Spike Lee and featuring the comedy routines of Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac."
Orlando (1992),"Orlando is a 1992 period fantasy drama film loosely based on Virginia Woolf's 1928 novel Orlando: A Biography, starring Tilda Swinton as Orlando, Billy Zane as Marmaduke Bonthrop Shelmerdine, and Quentin Crisp as Queen Elizabeth I. It was written and directed by Sally Potter, who also co-wrote the score with David Motion."
Orphan (2009),Orphan is a 2009 psychological horror film directed by Jaume Collet-Serra and written by David Leslie Johnson from a story by Alex Mace.
"Orphanage, The (Orfanato, El) (2007)",The Orphanage (Spanish: El orfanato) is a 2007 gothic supernatural horror film directed by J. A. Bayona in his directorial full-length debut.
Oscar (1967),Oscar is a 1967 French comedy of errors directed by Édouard Molinaro and starring Louis de Funès.
Osmosis Jones (2001),Osmosis Jones is a 2001 American live-action/animated action comedy film written by Marc Hyman.
Otello (1986),"Otello is a 1986 film based on the Giuseppe Verdi opera of the same name, which was itself based on the Shakespearean play Othello."
Othello (1995),Othello is a 1995 drama film based on William Shakespeare's tragedy of the same name.
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)","Othello (also known as The Tragedy of Othello: The Moor of Venice) is a 1951 tragedy directed and produced by Orson Welles, who also adapted the Shakespearean play and played the title role."
"Other Boleyn Girl, The (2008)",The Other Boleyn Girl is a 2008 historical romantic drama film directed by Justin Chadwick.
"Other Guys, The (2010)","The Other Guys is a 2010 American buddy cop action comedy film directed by Adam McKay, who co-wrote it with Chris Henchy."
Other People's Money (1991),"Other People's Money is a 1991 American romantic comedy-drama film directed by Norman Jewison, starring Danny DeVito, Gregory Peck and Penelope Ann Miller."
"Other Sister, The (1999)","The Other Sister is a 1999 American romantic comedy film directed by Garry Marshall and stars Juliette Lewis, Giovanni Ribisi, Diane Keaton, Tom Skerritt and Sarah Paulson."
"Other Woman, The (2014)","The Other Woman is a 2014 American romantic comedy film directed by Nick Cassavetes, written by Melissa K. Stack, and starring Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau, Nicki Minaj, Taylor Kinney, and Don Johnson."
"Others, The (2001)","The Others (Spanish: Los otros) is a 2001 gothic supernatural psychological horror film written, directed and scored by Alejandro Amenábar, starring Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Elaine Cassidy, Eric Sykes, Alakina Mann and James Bentley."
Our Brand Is Crisis (2015),"Our Brand Is Crisis is a 2015 American comedy-drama film directed by David Gordon Green and written by Peter Straughan, based on the 2005 documentary film of the same name by Rachel Boynton."
Our Family Wedding (2010),Our Family Wedding is a 2010 American romantic comedy film directed by Rick Famuyiwa.
Our Hospitality (1923),Our Hospitality is a 1923 American silent comedy film directed by Buster Keaton and John G. Blystone.
Our Idiot Brother (2011),"Our Idiot Brother is a 2011 American comedy-drama film directed by Jesse Peretz and starring Paul Rudd, Elizabeth Banks, Zooey Deschanel and Emily Mortimer."
"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)","Our Lady of the Assassins (Spanish: La virgen de los sicarios) is a 2000 Spanish-language romantic crime drama film directed by Barbet Schroeder from a screenplay by Fernando Vallejo, based on his 1994 novel of the same title."
Our Lips Are Sealed (2000),Our Lips Are Sealed is a 2000 direct-to-video film starring Mary-Kate and Ashley Olsen.
Our Man Flint (1965),Our Man Flint is a 1966 American spy-fi comedy film that parodies the James Bond film series.
Our Town (1940),"Our Town is a 1940 American drama romance film adaptation of the 1938 play of the same name by Thornton Wilder, starring Martha Scott as Emily Webb, and William Holden as George Gibbs."
Out Cold (1989),"Out Cold is a 1989 American black comedy film directed by Malcolm Mowbray (who made 1984's A Private Function), and stars Teri Garr, Randy Quaid and John Lithgow."
Out Cold (2001),Out Cold is a 2001 American comedy film directed by the music video sibling directing team The Malloys (in their theatrical film directorial debut).
Out of Africa (1985),"Out of Africa is a 1985 American epic romantic drama film directed and produced by Sydney Pollack, and starring Meryl Streep and Robert Redford."
Out of Sight (1998),"Out of Sight is a 1998 American crime comedy film directed by Steven Soderbergh and written by Scott Frank, adapted from Elmore Leonard's 1996 novel of the same name."
Out of Time (2003),Out of Time is a 2003 American mystery thriller film directed by Carl Franklin and starring Denzel Washington.
Out of the Past (1947),"Out of the Past (billed in the United Kingdom as Build My Gallows High) is a 1947 American film noir directed by Jacques Tourneur and starring Robert Mitchum, Jane Greer, and Kirk Douglas."
Out to Sea (1997),Out to Sea is a 1997 American romantic comedy film directed by Martha Coolidge and written by Robert Nelson Jacobs.
"Out-of-Towners, The (1999)",The Out-of-Towners is a 1999 American comedy film starring Steve Martin and Goldie Hawn.
Outbreak (1995),Outbreak is a 1995 American medical disaster film directed by Wolfgang Petersen and written by Laurence Dworet and Robert Roy Pool.
Outfoxed: Rupert Murdoch's War on Journalism (2004),"Outfoxed: Rupert Murdoch's War on Journalism is a 2004 documentary film by filmmaker Robert Greenwald about Fox News Channel's and its owner's, Rupert Murdoch, promotion of conservative views."
Outland (1981),"Outland is a 1981 science fiction thriller film written and directed by Peter Hyams and starring Sean Connery, Peter Boyle and Frances Sternhagen."
Outlander (2008),"Outlander is a 2008 action film written and directed by Howard McCain, starring Jim Caviezel, Sophia Myles, Jack Huston, John Hurt, and Ron Perlman."
"Outlaw Josey Wales, The (1976)",The Outlaw Josey Wales is a 1976 American revisionist Western film set during and after the American Civil War.
Outpost (2008),"Outpost is a 2008 British war horror film, directed by Steve Barker and written by Rae Brunton, about a rough group of experienced mercenaries who find themselves fighting for their lives after being hired to take a mysterious businessman into the woods to locate a World War II-era military bunker."
Outrageous Fortune (1987),"Outrageous Fortune is a 1987 American comedy film written by Leslie Dixon, directed by Arthur Hiller and starring Shelley Long and Bette Midler."
Outside Providence (1999),Outside Providence is a 1999 American teen stoner comedy film adaptation of Peter Farrelly's 1988 novel of the same name.
Outsourced (2006),Outsourced is a 2006 American romantic comedy film directed by John Jeffcoat and written by John Jeffcoat and George Wing.
Over the Garden Wall (2013),Over the Garden Wall is an American animated television miniseries created by Patrick McHale for Cartoon Network.
Over the Hedge (2006),Over the Hedge is a 2006 American animated heist comedy film produced by DreamWorks Animation and distributed by Paramount Pictures.
Over the Top (1987),Over the Top is a 1987 American sports drama film starring Sylvester Stallone.
Overboard (1987),"Overboard is a 1987 American romantic comedy film directed by Garry Marshall, written by Leslie Dixon, starring Goldie Hawn and Kurt Russell, and produced by Roddy McDowall, who also co-stars alongside Edward Herrmann and Katherine Helmond."
Overnight Delivery (1998),Overnight Delivery is a 1998 American romantic comedy film directed by Jason Bloom.
"Oversimplification of Her Beauty, An (2012)","An Oversimplification of Her Beauty is a 2012 American semi-animated romantic comedy-drama film, directed by Terence Nance in his feature directorial debut."
Owning Mahowny (2003),"Owning Mahowny is a 2003 Canadian film starring Philip Seymour Hoffman, Minnie Driver, Maury Chaykin and John Hurt."
Oxygen (1999),"Oxygen is a 1999 thriller film, directed and written by Richard Shepard."
Oz the Great and Powerful (2013),Oz the Great and Powerful is a 2013 American fantasy adventure film directed by Sam Raimi and written by David Lindsay-Abaire and Mitchell Kapner from a story by Kapner.
P.S. (2004),P.S. is a 2004 American drama film directed by Dylan Kidd.
P.S. I Love You (2007),P.S. I Love You is a 2007 American romantic comedy film directed by Richard LaGravenese from a screenplay by LaGravenese and Steven Rogers.
PCU (1994),"PCU is a 1994 American comedy film written by Adam Leff and Zak Penn and directed by Hart Bochner about college life at the fictional Port Chester University, and represents ""an exaggerated view of contemporary college life""."
PK (2014),"PK (translation: Drunk) is a 2014 Indian Hindi-language  science fiction comedy-drama film edited and directed by Rajkumar Hirani and written by Hirani and Abhijat Joshi and jointly produced by Hirani and Vidhu Vinod Chopra under the production banners of Rajkumar Hirani Films and Vinod Chopra Films, respectively."
Pacific Heights (1990),Pacific Heights is a 1990 American psychological thriller film directed by John Schlesinger and written by Daniel Pyne.
Pacific Rim (2013),"Pacific Rim is a 2013 American science fiction monster film directed by Guillermo del Toro, starring Charlie Hunnam, Idris Elba, Rinko Kikuchi, Charlie Day, Robert Kazinsky, Max Martini, and Ron Perlman, and the first film in the Pacific Rim franchise."
Pacific Rim: Uprising (2018),"Pacific Rim Uprising is a 2018 American science fiction  monster film directed by Steven S. DeKnight (in his feature-film directorial and writing debut), and written by DeKnight, Emily Carmichael, Kira Snyder and T.S. Nowlin."
"Pacifier, The (2005)","The Pacifier is a 2005 American family action comedy film directed by Adam Shankman, written by Thomas Lennon and Robert Ben Garant and stars Vin Diesel."
"Package, The (1989)","The Package is a 1989 American political action thriller film directed by Andrew Davis and starring Gene Hackman, Joanna Cassidy, Tommy Lee Jones, John Heard, and Dennis Franz."
Paddington (2014),Paddington is a 2014 live-action animated comedy film written and directed by Paul King.
Paddington 2 (2017),Paddington 2 is a 2017 live-action animated comedy film directed by Paul King and written by King and Simon Farnaby.
"Pagemaster, The (1994)","The Pagemaster is a 1994 American live-action/animated fantasy adventure film starring Macaulay Culkin, Christopher Lloyd, Whoopi Goldberg, Patrick Stewart, Leonard Nimoy, Frank Welker, Ed Begley Jr., and Mel Harris."
Paid in Full (2002),"Paid in Full  is a 2002 American crime drama film directed by Charles Stone III. The characters Ace (Wood Harris), Mitch (Mekhi Phifer), and Rico (Cam'ron), are fictionally based on the 1980s Harlem drug dealers Azie ""AZ"" Faison, Rich Porter, and Alpo Martinez."
Pain & Gain (2013),"Pain & Gain is a 2013 American action comedy film directed by Michael Bay and written by Christopher Markus and Stephen McFeely, loosely based on a 1999 series of Miami New Times articles by Pete Collins about the activities of the Sun Gym gang, a group of bodybuilding ex-convicts convicted of kidnapping, extortion, torture, and murder in Miami in the mid-1990s."
Paint Your Wagon (1969),"Paint Your Wagon is a 1969 American Western musical film starring Lee Marvin, Clint Eastwood, and Jean Seberg."
Painted Skin (2008),"Painted Skin (Chinese: 畫皮) is a 2008 supernatural-fantasy film directed by Gordon Chan, starring Donnie Yen, Zhou Xun, Chen Kun, Zhao Wei, Sun Li and Qi Yuwu."
"Painted Veil, The (2006)",The Painted Veil is a 2006 American drama film directed by John Curran.
Paisan (Paisà) (1946),Paisan (Italian: Paisà) is a 1946 Italian neorealist war drama film directed by Roberto Rossellini.
Pale Rider (1985),"Pale Rider is a 1985 American Western film produced and directed by Clint Eastwood, who also stars in the lead role."
Palindromes (2004),Palindromes is a 2004 American comedy drama film written and directed by Todd Solondz.
"Pallbearer, The (1996)","The Pallbearer is a 1996 American romantic comedy film co-written and directed by Matt Reeves in his directorial debut and starring David Schwimmer, Gwyneth Paltrow, Toni Collette, Michael Vartan, Michael Rapaport, and Barbara Hershey."
"Palm Beach Story, The (1942)","The Palm Beach Story is a 1942 screwball comedy film written and directed by Preston Sturges, and starring Claudette Colbert, Joel McCrea, Mary Astor and Rudy Vallée."
Palmetto (1998),Palmetto is a 1998 neo-noir thriller film directed by Volker Schlöndorff (as Volker Schlondorff) with a screenplay by E. Max Frye.
Palookaville (1996),Palookaville is a 1995 American crime comedy film directed by Alan Taylor (in his feature directorial debut) and written by David Epstein.
Pan (2015),Pan is a 2015 American fantasy film directed by Joe Wright and written by Jason Fuchs.
"Pan's Labyrinth (Laberinto del fauno, El) (2006)","Pan's Labyrinth (Spanish: El laberinto del fauno, lit. 'The Labyrinth of the Faun') is a 2006 dark fantasy film written, directed and co-produced by Guillermo del Toro."
Pandorum (2009),"Pandorum is a 2009 science fiction horror film directed by Christian Alvart, produced by Robert Kulzer, Jeremy Bolt and Paul W. S. Anderson (the latter two through their Impact Pictures banner), and starring Dennis Quaid and Ben Foster."
Panic (2000),"Panic is a 2000 American crime drama film written and directed by Henry Bromell and starring William H. Macy in the lead role, alongside Neve Campbell, Tracey Ullman, John Ritter, Miguel Sandoval, and Donald Sutherland."
Panic Room (2002),Panic Room is a 2002 American thriller film directed by David Fincher.
Paparazzi (2004),"Paparazzi is a 2004 American action thriller film directed by Paul Abascal, produced by Mel Gibson, and starring Cole Hauser, Robin Tunney, Dennis Farina, Daniel Baldwin and Tom Sizemore."
